,baseMean,log2FoldChange,lfcSE,pvalue,padj
GCNT4,160.9724043,1.108352567,0.280017478,9.42E-06,9.96E-05
CRHBP,508.807062,-1.831494665,0.525409994,5.97E-05,0.000456838
THBS4,101.8210112,1.60292996,0.473322222,3.82E-05,0.000317
MTRNR2L2,3.516999057,1.734851309,0.617619963,0.000380538,0.002061858
RASGRF2,131.9845729,1.412308271,0.207353904,8.85E-13,9.45E-11
CKMT2,220.0932996,1.17346416,0.252263097,3.80E-07,6.92E-06
LOC105379050,1.928429589,3.909275137,1.618095987,0.000513504,0.002642501
LOC107986430,1.836387971,3.598198946,1.891483421,0.002931026,0.010855397
LOC105379051,3.083239312,2.837180596,1.05944511,0.000175563,0.0010961
VCAN,2105.127034,2.022381668,0.426151504,8.45E-08,2.02E-06
LOC107986431,12.12949799,1.196266646,0.498028504,0.001424132,0.006059747
EDIL3-DT,10.45570353,1.363827634,0.533060614,0.000769345,0.003681941
NBPF22P,100.2664177,5.502247212,0.904277349,1.23E-11,9.96E-10
LOC105379064,155.9130749,5.856005547,0.879665111,2.51E-13,3.04E-11
LUCAT1,33.92859056,1.270891104,0.40252571,0.000139018,0.00091148
LOC107986434,6.257672435,2.381827595,0.466707873,2.86E-08,8.16E-07
LOC105379080,45.26054153,4.212108791,0.510276572,5.86E-18,2.49E-15
LINC02058,19.41466794,4.989423289,1.129020565,1.75E-07,3.66E-06
LINC01554,879.3521273,-1.943485359,0.623949571,0.000207815,0.00125954
LOC105379091,49.27149989,-1.26642989,0.425031739,0.000451067,0.00237777
LIX1-AS1,12.09860753,1.01306318,0.347600975,0.000553513,0.002810351
LIX1,3.979455801,1.399323229,0.638723509,0.002062842,0.008159021
MACIR,45.1893905,1.171203943,0.36876684,0.000155837,0.001000325
LINC02115,2.035312906,1.526064998,0.817335294,0.004184295,0.01450972
NIHCOLE,18.19148119,7.608363299,1.538805356,3.58E-12,3.26E-10
LOC105379109,9.807900275,6.560701408,1.7844628,1.62E-06,2.33E-05
LOC105379111,13.66354774,5.218820956,1.10065797,1.89E-08,5.76E-07
RAB9BP1,4.882792669,5.305752969,1.949701129,0.000197461,0.001209349
LOC105379110,14.96717829,7.294952754,1.709179565,2.58E-08,7.44E-07
LOC107986439,3.092778004,4.616068547,1.780427305,0.000295978,0.001681103
TSLP,38.42457274,-1.374881196,0.389636253,6.26E-05,0.000474506
KCNN2,93.60540518,-4.776022889,0.358990555,3.62E-41,4.54E-37
LOC101927078,19.29175903,-4.351863395,0.409820648,2.76E-27,1.15E-23
CCDC112,55.20005777,1.143487834,0.218121107,2.18E-08,6.48E-07
LVRN,4.185627741,1.238867112,0.438564618,0.000630754,0.003138388
LINC00992,2.508608062,1.678756435,1.472617257,0.006678797,0.021162315
LOX,206.3710792,1.049915678,0.359475417,0.000428878,0.002279474
LMNB1,273.7224536,1.123577417,0.280258632,7.76E-06,8.51E-05
MEGF10,9.895576048,-1.697732115,0.346099046,1.10E-07,2.49E-06
CCDC192,10.77058707,1.099324892,0.346249089,0.000205408,0.001248171
LOC105379171,4.208692359,5.434346018,1.466670064,2.22E-07,4.44E-06
LOC107986449,3.997603159,5.190448608,1.658214293,2.53E-05,0.000223887
MEIKIN,3.557301469,1.152773144,0.523775115,0.003490329,0.012547183
KIF3A,158.8268534,1.052744593,0.148838667,2.53E-13,3.05E-11
SOWAHA,62.56357129,1.162971032,0.299933458,1.20E-05,0.000121482
FSTL4,7.605255989,4.487542613,0.794034177,4.34E-11,3.01E-09
CTB-49A3.2,2.620610712,3.123059201,0.82813148,1.29E-06,1.93E-05
CTB-3M24.3,1.546341766,2.557290813,1.115890306,0.004761913,0.016105394
LOC105379179,2.275833991,3.146327297,1.745315182,0.002104964,0.008283837
LOC107986452,8.407197206,1.080433555,0.491079572,0.003021241,0.011148378
PITX1,4.33258513,3.611256855,1.17891531,2.86E-05,0.000248995
LOC105379188,2.287282016,2.795711961,0.991304775,0.000122194,0.000822449
LINC02900,1.841821124,2.04108196,0.988364985,0.001471808,0.006219368
CXCL14,92.46859355,-1.975371689,0.534166856,2.61E-05,0.000230319
FBXL21P,28.50843466,1.001505381,0.614578334,0.009100634,0.027201086
SMIM32,8.482960079,2.635694949,0.711921496,7.78E-06,8.53E-05
TRPC7,2.375430283,3.075308494,0.893023947,0.002443554,0.00935658
SPOCK1,43.03749024,2.791639261,0.731768755,3.04E-06,3.89E-05
KIF20A,107.8403673,2.762243803,0.334921406,5.29E-18,2.29E-15
CDC25C,52.89458072,2.760011848,0.433222256,5.95E-12,5.22E-10
EGR1,848.8021684,-1.849095803,0.350460863,1.80E-08,5.52E-07
SNHG4,33.15280248,1.283882845,0.32604215,7.97E-06,8.70E-05
NRG2,12.68422356,2.068594774,0.594432417,2.09E-05,0.000191019
CD14,1989.957181,-1.002440258,0.33173775,0.000547701,0.002787046
VTRNA1-3,2.315846819,-1.467167382,0.692166353,0.003307343,0.012015037
PCDHA4,14.89923881,1.005640104,0.606750024,0.008970036,0.026916544
PCDHA9,10.44251869,1.201137918,0.630513293,0.003965278,0.013886498
PCDHB2,21.43164116,2.151754238,0.653277372,3.28E-05,0.000279134
PCDHB3,33.87045251,2.228441295,0.659550934,2.16E-05,0.000195636
PCDHB8,20.4428269,1.369221041,0.52515458,0.000595546,0.002989035
PCDHB16,42.57580222,1.033720264,0.439490717,0.002125647,0.008344293
PCDHB9,16.97791112,1.147101179,0.477884135,0.001523584,0.006392939
PCDHB10,16.93553492,1.300166164,0.446939383,0.000304048,0.001715191
PCDHB11,22.04703441,1.234910328,0.485164297,0.000880575,0.004100088
PCDHB13,73.57581689,1.186153869,0.40368896,0.000310592,0.001746963
PCDHB19P,14.73544993,1.137585807,0.351663321,0.000150833,0.000974184
SPRY4-AS1,3.060882293,1.444770826,0.651842829,0.00206451,0.008160015
PRELID2,120.1075076,1.161220814,0.226578448,0.00053734,0.002745454
SPINK1,967.6828622,2.282649379,0.741475856,5.15E-05,0.000404938
C5orf46,22.77853322,2.340585647,0.736962075,3.94E-05,0.000325921
SCGB3A2,1.602487543,1.186342451,1.131198641,0.012687884,0.035440764
SPINK5,40.89124954,3.248977736,0.552859043,1.20E-10,7.41E-09
SPINK14,5.485190914,3.785546661,0.991359438,1.53E-06,2.23E-05
SPINK6,4.59145894,1.981244291,1.172362518,0.002222081,0.008639053
HTR4,8.656478073,3.01507175,0.781622982,3.92E-06,4.82E-05
ADRB2,111.2626005,-1.238692069,0.290068738,3.48E-06,4.35E-05
SLC26A2,319.2605893,1.216610221,0.202619026,2.23E-10,1.25E-08
CAMK2A,4.484475699,-1.203604812,0.500858367,0.002188127,0.008542787
ATOX1-AS1,37.13396696,1.202918736,0.273556241,1.27E-06,1.90E-05
TIMD4,108.7678062,-2.077657044,0.505272672,4.79E-06,5.70E-05
HAVCR1,19.50258988,3.230160299,0.496269116,0.000159064,0.001014547
EBF1,215.2880344,1.554287186,0.314710654,5.39E-08,1.39E-06
LINC01847,108.3137352,-1.170716856,0.529078483,0.004069841,0.014185365
LOC105377689,48.06509745,-1.350748519,0.489963417,0.00081893,0.003873713
ADRA1B,131.205709,-1.071645427,0.336652421,0.000292333,0.001664445
LOC101927790,41.6124939,-1.009020091,0.376192959,0.001492634,0.006289365
FAM200C,68.86826543,1.497540254,0.2583906,5.66E-10,2.81E-08
PTTG1,68.66287092,3.103324625,0.383173616,1.78E-17,6.47E-15
HMMR,137.5669201,3.513194412,0.404687408,1.02E-19,7.08E-17
HMMR-AS1,16.28091954,3.719068692,0.499442344,6.12E-15,1.10E-12
SPDL1,110.9700186,1.694085031,0.212675769,1.12E-16,3.28E-14
LOC107986475,4.125593478,2.761857888,0.616522957,7.98E-07,1.28E-05
RANBP17,280.9812092,1.035408804,0.381643133,0.000808566,0.003835569
STC2,53.79352936,2.00641297,0.499098161,2.26E-06,3.05E-05
LOC107984118,13.02859924,1.583214202,0.39499639,4.59E-06,5.52E-05
DRD1,9.973163992,-1.416096077,0.563545998,0.001468356,0.006207916
CPLX2,39.49988537,4.791541713,0.81359968,7.14E-11,4.69E-09
LOC643201,118.1137873,3.088871712,0.440930078,6.14E-14,8.81E-12
CDHR2,459.0366153,-1.025466146,0.433254788,0.003418178,0.012344405
GPRIN1,31.01407528,1.781188297,0.317792595,1.32E-09,5.85E-08
HK3,108.8589036,-1.315575239,0.25815516,5.98E-08,1.51E-06
DBN1,95.20115001,1.072423696,0.388350725,0.000655094,0.003237664
LOC107986489,10.84922318,2.378718256,0.537587842,4.53E-07,8.05E-06
LOC100128340,5.497210563,-2.233609287,0.389546712,9.99E-10,4.58E-08
N4BP3,14.85557,2.126894445,0.453316649,1.35E-07,2.96E-06
GMCL2,7.11585827,4.096543021,1.212305153,1.07E-05,0.000110628
MRNIP-DT,8.657547015,1.010575637,0.300730057,0.00014099,0.000921762
LOC102725231,6.726553403,2.751626142,0.735030956,7.81E-06,8.54E-05
SCGB3A1,1.363580802,-4.827479245,0.783181031,0.006126064,0.01977553
ZFP62,387.1881983,1.092270214,0.141269231,1.58E-15,3.33E-13
BTNL8,68.85113915,3.01187351,0.606649364,1.60E-08,5.00E-07
BTNL3,12.33338769,2.682300918,0.720600926,5.98E-06,6.90E-05
TRV-CAC1-5,2.852421666,-3.147475275,0.919670368,6.07E-05,0.000462197
LOC105374879,34.56261314,2.396194555,0.573421255,9.31E-07,1.47E-05
LOC107986554,37.60782292,2.269626211,0.55485412,1.47E-06,2.14E-05
FOXQ1,36.17322841,1.500298876,0.708308978,0.001450846,0.006151508
FOXF2,2.360567775,1.358288099,0.863511385,0.007039858,0.022077754
PXDC1,724.5276559,-1.52969869,0.20425471,1.11E-14,1.90E-12
LOC107986558,42.74189751,1.356227245,0.535162297,0.000705326,0.003439183
SCARNA27,4.730795723,1.031579575,0.449273979,0.003239913,0.011800828
TFAP2A,9.265451348,2.142426523,0.809472129,0.000262477,0.001525615
TFAP2A-AS2,5.376562023,3.077927927,0.807928981,7.35E-06,8.14E-05
ELOVL2-AS1,17.5480859,1.103991579,0.370346905,0.000342099,0.001889488
LOC105374928,2.81237756,2.068226982,0.601123619,0.014996839,0.040554013
LOC107986567,7.587161891,-1.143239853,0.474224035,0.002463813,0.00942265
LOC102724379,40.04517727,-2.941764838,0.457771485,1.71E-11,1.33E-09
LOC107986570,11.05969236,-3.379582729,0.458358388,1.98E-14,3.18E-12
LINC01108,5.24259341,1.666387492,0.56340613,0.000204515,0.001243808
LOC105374943,5.082383885,1.623726764,0.50151857,9.77E-05,0.000689074
STMND1,5.053666666,2.081373571,0.778567113,0.0003614,0.001976086
RBM24,35.52567525,1.615300062,0.409322966,4.80E-06,5.71E-05
CAP2,257.3012928,2.003928147,0.232549756,4.00E-19,2.33E-16
LOC101928491,22.40534518,2.185376402,0.323073367,7.50E-13,8.14E-11
SOX4,462.3652972,1.869363278,0.432070286,7.38E-07,1.21E-05
CASC15,53.89170991,2.042452486,0.531583247,4.51E-06,5.44E-05
NBAT1,17.59491239,1.709815099,0.614466421,0.000235034,0.001391242
LOC105374973,3.800146669,3.954858672,1.134719488,6.07E-06,6.98E-05
LOC105374974,13.8563487,5.062907329,1.196943314,1.38E-07,3.02E-06
NRSN1,16.8023805,3.140502199,0.604318113,6.94E-09,2.46E-07
DCDC2,601.1400199,2.727168779,0.347786288,1.46E-16,4.02E-14
KAAG1,31.97134096,2.432266348,0.351261569,1.93E-13,2.44E-11
GMNN,434.6139128,2.411723488,0.283623325,7.60E-19,3.89E-16
SCGN,109.6991322,2.897287378,0.462695897,1.04E-11,8.65E-10
H2AC1,8.801532979,2.4097704,0.603722204,3.00E-06,3.84E-05
H2BC1,7.635071767,2.349409072,0.644133212,1.17E-05,0.000119688
H2AC2P,5.519582318,2.164186923,0.593050695,1.52E-05,0.000147937
SLC17A4,1638.025038,1.322837907,0.286200512,3.49E-07,6.43E-06
H1-1,51.26470136,1.562582328,0.47698021,5.89E-05,0.000452888
H3C1,35.287051,1.454899085,0.346563117,2.12E-06,2.91E-05
H4C1,55.85795717,1.458705992,0.351588679,2.44E-06,3.25E-05
H3C2,173.5286429,2.737780993,0.38831116,5.96E-14,8.65E-12
H2AC4,29.35707332,2.05012045,0.435797049,1.21E-07,2.69E-06
H2BC3,76.60951058,2.139232604,0.399809677,3.59E-09,1.39E-07
H3C3,114.3439613,2.876308212,0.405497921,3.94E-14,5.88E-12
H2BC6,54.65620553,1.218084071,0.346274895,4.37E-05,0.000353838
H3C4,95.57531119,1.526808352,0.348307064,7.98E-07,1.28E-05
H2AC7,32.325066,1.595945503,0.346937312,2.97E-07,5.63E-06
H2BC7,75.95596224,1.342800586,0.347342026,9.25E-06,9.84E-05
H2BC8,189.592268,1.602703307,0.360857047,5.46E-07,9.40E-06
H2AC8,135.4956283,1.210973095,0.334955941,2.98E-05,0.00025732
H3C7,35.98342647,1.025652598,0.401691285,0.001325855,0.005716212
LOC105374986,3.861086714,2.410067278,1.732720308,0.002184897,0.008535488
H3C8,26.08037733,1.122775441,0.473257928,0.001695114,0.006962428
H2BC10,52.56522246,1.29555233,0.419659697,0.000164109,0.00103959
LOC105374985,13.73230944,1.630045956,0.426717594,8.82E-06,9.47E-05
BTN2A3P,32.42928189,1.103743435,0.22721101,1.72E-07,3.61E-06
TRR-ACG1-2,2.870203251,-1.24270964,0.674618479,0.007224333,0.022544664
LOC105374995,8.646494065,2.801322379,0.690924958,2.05E-06,2.83E-05
H2BC11,82.01290337,1.515094343,0.328845794,2.90E-07,5.51E-06
H2AC11,93.65086464,2.050447987,0.402083347,1.48E-08,4.70E-07
H2AC12,86.76923752,2.511678456,0.424989361,1.18E-10,7.32E-09
ZNF391,16.67474416,1.118850391,0.427857802,0.000951835,0.004369261
TRI-AAT2-1,5.682687897,-1.430881041,0.798736462,0.007208552,0.022508336
LOC100131289,3.525426834,1.233563343,0.572384242,0.003022202,0.011150285
H2BC13,29.80464312,1.747729118,0.431912072,2.88E-06,3.72E-05
H2AC13,76.16482498,2.511211766,0.421523377,8.71E-11,5.59E-09
H3C10,70.01568629,1.189114233,0.339996307,4.96E-05,0.000393078
H2AC14,43.78355867,1.966580801,0.432802517,2.54E-07,4.97E-06
H2BC14,30.48268335,1.315611188,0.429918413,0.000178562,0.001111231
H2AC15,24.74140771,1.112888253,0.302090869,3.09E-05,0.000264799
H2BC15,83.13697234,1.402122505,0.259561592,5.94E-09,2.15E-07
H2AC16,32.38663233,1.994733385,0.43820453,2.49E-07,4.89E-06
H1-5,345.0347759,2.973258441,0.41475149,2.13E-14,3.36E-12
H3C11,24.22082042,1.349226862,0.435245611,0.000152897,0.000984724
H4C13,20.2777867,1.642161101,0.512899615,7.30E-05,0.000541316
H3C12,17.64163702,1.382327729,0.519932892,0.00053042,0.002716916
H2AC17,69.61089896,1.930849828,0.371297735,9.75E-09,3.30E-07
H2BC17,59.35573386,2.18380528,0.409864427,3.97E-09,1.51E-07
OR2B2,2.555892056,2.369028629,0.835524754,0.000143919,0.000937946
ZKSCAN8P1,16.23383486,1.171652912,0.336077315,5.95E-05,0.000455962
TOB2P1,17.14510832,2.710576824,0.391872656,2.71E-13,3.25E-11
PGBD1,103.8426154,1.011734696,0.196160786,4.12E-08,1.11E-06
ZKSCAN3,194.882142,1.298287611,0.19239127,1.57E-12,1.59E-10
SCAND3,185.2385488,1.262771778,0.349266069,2.81E-05,0.000245152
UBD,3573.551931,2.751878085,0.416940397,1.63E-12,1.64E-10
HLA-V,3.458885068,1.110707191,0.513758756,0.003690357,0.013106642
HLA-G,25.49334069,2.197329494,0.620193724,0.003342743,0.01212433
TRIM31,78.45765021,3.506823948,0.521328296,4.54E-13,5.15E-11
TRIM31-AS1,15.37420033,4.092293643,0.626264467,5.15E-12,4.57E-10
HCG20,4.522726289,1.973414932,0.623164496,9.98E-05,0.000699486
MUCL3,3.98343773,-2.101959103,0.726688651,0.000372651,0.002027442
CDSN,4.843923324,1.125130763,0.716566293,0.008457966,0.025693376
TCF19,110.5513551,2.381913009,0.359754076,1.39E-12,1.43E-10
POU5F1,36.91721221,1.429763603,0.33789138,1.87E-06,2.62E-05
PSORS1C3,59.20391086,1.515647414,0.320561584,1.62E-07,3.43E-06
TNF,10.6964265,-1.078324474,0.325158285,0.000174201,0.00108951
KIFC1,73.02377894,3.249401327,0.415304344,1.44E-16,4.02E-14
LOC107986590,3.509380588,-1.229240968,0.606160075,0.005018026,0.016817459
HMGA1,157.3580536,1.18773597,0.288674206,4.25E-06,5.18E-05
CPNE5,26.30699271,1.009876017,0.334959605,0.000378709,0.002053721
PIM1,348.9420556,-1.505377214,0.279136628,1.07E-08,3.58E-07
GLP1R,8.665481708,5.341645852,0.948344493,5.63E-06,6.54E-05
KCNK17,6.500580769,-1.573242441,0.395336448,8.48E-06,9.15E-05
DAAM2,237.9693533,-1.116104765,0.221000985,9.30E-08,2.18E-06
DAAM2-AS1,19.01470521,-1.264534068,0.208013857,2.00E-10,1.14E-08
LRFN2,2.619721954,2.047229059,0.640073191,0.00716906,0.022415709
TREM2,39.70261824,1.025925639,0.448697484,0.002540433,0.009667053
TREM1,42.33587552,-1.07531153,0.401481615,0.001379683,0.005902642
MDFI,7.523320228,2.168930413,0.682692512,0.005193746,0.017288601
CNPY3-GNMT,346.7470387,-1.297126265,0.369182124,7.14E-05,0.000531176
GNMT,301.0717904,-1.360868789,0.486234201,0.000724495,0.003510142
PTK7,119.4718607,1.64574947,0.457119588,1.66E-05,0.00015829
SCIRT,14.26209866,2.996647805,0.770236502,2.59E-06,3.42E-05
LINC03040,55.03932147,4.110205472,0.972177437,2.97E-07,5.63E-06
CAPN11,5.207654133,1.437655316,0.371979938,1.48E-05,0.000144486
CLIC5,49.22897476,1.271454243,0.272645848,3.45E-07,6.38E-06
CYP39A1,471.5399677,-2.359813235,0.436079532,8.08E-09,2.81E-07
MEP1A,45.03543665,4.708404935,0.780725151,2.76E-11,2.04E-09
CENPQ,78.13035439,1.151426939,0.24487556,3.24E-07,6.07E-06
TRAM2,727.6260119,-1.182936051,0.175809686,3.45E-12,3.16E-10
LOC107986603,45.32159024,-1.608139269,0.245233914,7.90E-12,6.75E-10
LOC105375091,2.924475642,1.685914149,0.758182049,0.001594233,0.006628415
LOC101927136,291.211915,1.927824417,0.463522341,1.33E-06,1.98E-05
KLHL31,45.59439837,1.431458448,0.303628032,2.03E-07,4.12E-06
LRRC1,227.1636243,2.488682555,0.343950084,1.66E-14,2.75E-12
LOC101927189,4.387688794,1.861601762,0.5841193,9.34E-05,0.000663143
TINAG,20.42889814,6.999900608,1.017498009,4.80E-11,3.28E-09
HMGCLL1,13.75363382,-1.062397561,0.483067277,0.004788363,0.016175229
PRIM2,196.0463152,1.118877956,0.16637631,2.51E-12,2.40E-10
EYS,180.7497278,1.080967971,0.231044257,4.01E-07,7.25E-06
SCAT8,28.27974282,2.350963534,0.382690839,3.77E-11,2.66E-09
CD109,306.6496783,2.110738783,0.301214473,1.14E-13,1.55E-11
IMPG1,16.29867954,1.035528632,0.273289864,2.45E-05,0.000217706
LOC107986613,7.867549344,1.019251058,0.401081183,0.001632243,0.006760685
LCAL1,12.87580938,4.885680079,0.621700216,2.15E-06,2.93E-05
TTK,105.1599923,4.030332821,0.440921085,1.51E-21,1.72E-18
LOC105377873,7.386933265,1.727736902,0.482184537,2.21E-05,0.000199536
LINC01526,2.788623057,2.148874672,0.72833429,0.000183604,0.001137811
LOC107986617,15.1926783,1.03637147,0.430627817,0.001960591,0.007843614
MRAP2,28.15390475,2.28190641,0.360073231,1.23E-11,9.96E-10
LOC107986621,2.357855947,4.368396445,1.576031724,0.000127585,0.000851424
LOC107986620,11.56772485,6.984647458,1.576702765,2.30E-09,9.56E-08
LOC107986619,5.505281509,4.954737138,1.356727906,2.06E-06,2.84E-05
LINC01611,6.076485672,7.800919523,2.962480308,2.44E-05,0.000217343
LOC101928842,3.249102545,1.400829409,1.464239398,0.008007223,0.024529023
GJB7,11.82970744,1.205427962,0.468615135,0.016068079,0.042900642
LOC105377882,15.00051957,1.166689365,0.534260311,0.002400219,0.009205864
LOC107986541,4.867173245,1.012889987,0.785131597,0.014122154,0.03866373
TSG1,1.397144112,3.368132311,1.646561853,0.002395097,0.009190666
MMS22L,199.2521978,1.488528114,0.286139625,1.51E-08,4.76E-07
POU3F2,1.570885169,2.451952995,0.858928119,0.006407547,0.020494349
LOC105377911,5.385406996,3.152411412,1.254043577,0.0036106,0.012889056
LOC101927388,1.832256078,1.031228683,0.807377053,0.017177573,0.045203359
LOC105377918,1.959353095,6.109551699,2.456786108,1.46E-06,2.13E-05
CD24,1442.817092,2.510134977,0.50188961,1.67E-08,5.17E-07
SOBP,163.8919402,1.185518306,0.432711073,0.000548799,0.002790838
LOC102724586,8.089934957,1.381041083,0.557323737,0.000926578,0.004273054
LOC105377936,3.440029566,2.060684094,0.682205355,0.000169637,0.001066265
LOC105377940,3.974179403,1.306471225,0.622978849,0.00287362,0.010691708
LAMA4,575.8226744,1.122481128,0.253845117,1.22E-06,1.84E-05
RFPL4B,3.06433949,5.593503358,1.937337055,0.001491588,0.006286013
LOC105377950,6.516133296,4.785233469,1.137743673,1.19E-07,2.65E-06
LOC107986635,2.285510409,6.274954865,2.568215074,2.04E-05,0.000187426
LOC105377951,3.167923535,4.16440231,1.326691341,3.45E-05,0.000291598
HS3ST5,2.022943581,1.676767666,0.997800823,0.00478497,0.016165943
LOC107986639,5.246212668,3.860733114,1.348887099,6.91E-05,0.000515959
TPI1P3,18.42540241,1.160379401,0.301028856,1.47E-05,0.000143902
CALHM6,44.98290369,-1.076635063,0.349899362,0.00040826,0.002185635
MIR3144,3.419173886,2.450880413,0.791139684,9.34E-05,0.000663143
LOC105377979,18.93308163,3.198266635,0.481038338,1.62E-12,1.64E-10
CLVS2,73.49113891,3.360298539,1.42416692,1.08E-07,2.46E-06
CENPW,38.30039627,2.091347213,0.304156645,3.41E-13,4.02E-11
RSPO3,58.91412702,-1.331050474,0.405694198,0.000158945,0.001014048
LOC112267974,2.279064564,1.062253396,0.735062778,0.013754293,0.037863161
TMEM200A,42.72241688,1.139661883,0.419319632,0.000652719,0.003227831
MOXD1,104.1067483,1.188340852,0.461239929,0.000855444,0.00400612
VNN1,2271.207824,-1.154648518,0.327572896,7.75E-05,0.000568687
LOC101928277,13.37667299,2.687887679,0.637352548,0.000157615,0.001007865
ALDH8A1,1723.706283,-1.299543032,0.305364594,3.56E-06,4.43E-05
MYB,12.48345286,1.470613567,0.385173165,1.20E-05,0.000122185
LINC03004,4.276473425,3.613521367,0.805203199,8.49E-08,2.03E-06
ARFGEF3,244.7786454,2.278642121,0.511968857,2.77E-07,5.31E-06
PBOV1,5.73707246,2.596358748,0.766498971,3.05E-05,0.000262231
LOC105378027,3.794355722,1.357208443,0.748224978,0.004415292,0.015126776
LOC107986653,2.167301399,1.185751522,1.070692184,0.013532845,0.037368344
LOC105378029,1.619622704,6.617623066,2.602317286,0.000215848,0.001297571
LOC105378030,11.06510933,4.572601811,1.05975514,1.94E-07,3.98E-06
HIVEP2-DT,29.46760641,-1.49282917,0.328100363,7.70E-07,1.24E-05
STXBP5-AS1,21.94777579,1.085340016,0.410882382,0.000933688,0.004297476
RAET1E,11.56235973,1.37910417,0.345806002,6.72E-06,7.57E-05
ULBP1,4.485854047,1.081765973,0.616503362,0.007428926,0.023064417
